name,min_price,prices,sizes,inches,Art,Print,Wall,art,Decor,print,Gift,Printable,Poster,Abstract,wall,decor,Watercolor,of,Nursery,Digital,Prints,Large,Modern,Download
"Abstract Printable Art, Watercolor Flowers, Floral Wall Art, Printable Wall Art, Pink Grey Wall Art, Watercolor Printable Art, Pink Blue Art",6.0,,,,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"Beach Wall Art, Ocean Photography, Modern Beach Print, Printable Digital Download, Large Poster, Beach Photography, Printable Ocean Poster",4.22,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
"Horizontal Wall Art, Printable Abstract Art, Pink Blue Print, Horizontal Print, Large Art Print, Printable Wall Art, Abstract, Bedroom Print",6.0,,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"Kitchen Wall Art Print, Avocado Poster, Tropical Fruit Decor, Large Printable Poster, Digital Download, Modern Minimalist, Pink and Yellow",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
Golf Driver Display Case,585.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sandro Botticelli Portrait of young woman, Heavyweight paper / real art canvas, Print on canvas or paper, original large art,",61.25,"['61.25 - $204.15', '91.87 - $275.61', '122.49 - $408.30', '183.74 - $510.38']","[('30', '40'), ('50', '70'), ('60', '90'), ('80', '120')]",0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dunluce Castle, Northern Ireland 3",33.26,"['33.26', '46.56', '73.17', '86.47', '126.38', '152.99']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
on the rocks print | bar cart decor | minimalist wall art | drinks poster | stylish home decor | bart cart print | digital download #137,2.97,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Cactus Print,Large Wall Art,Cactus,Art Prints,Wall Art,Digital Prints,Digital Download,Succulent Print,Nature Print,Desert Print,Wall Prints",4.11,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"Paris Photography Print, Sacré-Coeur Print, Parisian Wall Art, Minimalist Photography Print, Neutral Art Print, Paris Bedroom Decor",25.0,"['25.00', '40.00 - $60.00', '60.00 - $90.00', '75.00 - $110.00', '100.00 - $140.00', '125.00 - $170.00', '150.00 - $200.00', '225.00 - $300.00', '265.00 - $400.00']","[('5', '7'), ('8', '10'), ('11', '14'), ('12', '18'), ('16', '20'), ('20', '24'), ('20', '30'), ('24', '36'), ('30', '40')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Giraffe nursery wall art, orange nursery print, printable art for kids, animal nursery decor art, kids print, baby animal print, giraffe art",6.0,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"First Day of School Sign, Printable Back To School Sign, First Day of School Chalkboard Sign, Kindergarten Sign, Chalkboard Sign, First Day",5.67,"['5.67', '8.07', '5.67', '8.07', '5.67', '8.07', '5.67', '8.07', '5.67', '8.07']","[('8', '10'), ('8', '10'), ('11', '14'), ('11', '14'), ('16', '20'), ('16', '20'), ('18', '24'), ('18', '24'), ('24', '36'), ('24', '36')]",1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"First day of First Grade sign, First day of school sign, First Grade poster Chalkboard poster, 1st day Back to School Sign Printable one",10.51,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Beach Print, Beach Printable Art, Lifeguard Tower, Beach Photography, Beach Decor, Wall Art Photo Prints Beach House Decor Beach Life Poster",5.49,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Space Ship With Astronaut in Space Clockwork,67.48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Protea Print, Printable Wall Art Poster, Pink, Floral, Botanical, Bedroom Decor, Native Flower Photography, Australian",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Alphabet print, Kids alphabet, Nursery alphabet, Nursery art, Childs room art, Kids wall art, Kids wall decor, Black and white, Alphabet",20.62,"['20.62', '20.62', '26.35', '26.35', '33.23', '33.23', '43.54', '43.54']","[('8', '10'), ('11', '14'), ('11', '17'), ('13', '19'), ('16', '20')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Bear print, White bear, Nursery poster, Kids wall art, Cute art, Kids room prints, Pastel colors, Baby nursery decor, Kids illustration",20.62,"['20.62', '20.62', '26.35', '26.35', '33.23', '33.23', '43.54', '43.54']","[('8', '10'), ('11', '14'), ('11', '17'), ('13', '19'), ('16', '20')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"SALE Sleepy Eyes Scandinavian Nursery Print sleepy moon print children's art, nursery print, nursery art, baby room, kids room Print moon B",2.0,,,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Women ceramic sculpture , set of two female ceramic figures / figurative sculpture / Israeli art / Handmade art object",1519.89,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Custom Pet Portrait | Dog Portrait | Cat Portrait | Portrait from Photo | Peekaboo Pet | Pet Memorial Gift | Pet Art | Pet Art Print,39.99,"['39.99', '43.99', '47.99', '55.99', '59.99', '63.99']","[('5', '7'), ('8', '10'), ('11', '14'), ('12', '18'), ('13', '19'), ('16', '20')]",1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fallout wild wasteland pin,15.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Printable Art / Digital Art Print Download / Bustelo Coffee Flowers / Coffee and Flowers for Breakfast / marigold sunflowers bustelo cafe,7.0,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
Cute Bunny Nursery Wall Art | Bunny Nursery Decor | Watercolor Bunny Nursery PRINTABLE ART | S210,4.2,,,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Typography Art Print, Be Bold Print, Typography Poster, Be Bold Printable, Typographic Art, Typography Quote",5.73,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Monkey Print Nursery Art, Baby Animal Print, Monochrome Nursery Printable, Monochrome Nursery Print, pdf a4 print,",8.25,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"PDF Unicorn Pattern (Papercraft), Make Your Own Papercraft Unicorn Trophy: Faux Taxidermy Unicorn Template, DIY Unicorn Head, 3D Puzzle",6.87,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Animal Print For Nursery Animal Prints, Childrens Prints, Gift for Dog Lover, Dog Woof Print, Printable Playroom Decor, Wall Art Printable",8.25,,,,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"Falcon Wood carving, Handmade Woodcarving, 15,7 x 4,7 x 4,7 in.",490.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geometric Print, Scandinavian Wall Art, Printable Poster, Pink Grey Black Mint, Digital Download, Abstract Decor,  Large Wall Art",4.22,,,,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"La Luna Print, Extra Large Wall Art, Full Moon Print, La Luna Poster, Moon Art, La Luna Printable, Art to Print, Moon Poster",5.73,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Giant wood needle | Super sized wood needle for sewing room decor,9.74,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alphabet poster  - Nursery art - Nursery decor - Kids room decor - Children's art - Children's wall art - kids wall art,8.0,,,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Horse Print, Photography Black and White Wall Art, Digital Download, Printable Horse Art, Black and White Horse Photo, Large Wall Art Print",4.22,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"Black and White Wall Art Poster, Palm Leaf Print, Plant Photo, Minimalist Tropical Poster, Printable Digital Download, Palm Tree Leaf Print",4.22,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"Alligator Print, Nursery Wall Art, Jungle Nursery, African Print, Printable Instant Digital Download, pdf, Wall Art Nursery, Crocodile Print",8.25,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
INNK Los Angeles USA Travel Poster | Lo-fi City Skyline Graphic Design Wall Art | LA Golden Sunset Travel Photography Print A4 A3 A2 A1 A0,23.28,"['59.84 - $146.71', '70.48 - $262.03', '86.44', '65.16', '57.18', '38.57', '23.28 - $63.68']","[('50', '70'), ('70', '100')]",0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Minimalist line art | Abstract modern one line | Modern Wall Art | Trendy Wall Decor | Black & White art | Living Room Poster Wall Art,4.0,,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2023 Michigan Wolverines Rose Bowl: 'Roses are Blue' OT Victory Over Alabama - Framed Print,40.49,"['40.49', '67.49', '112.49']",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Art Work Space And Star Orbit, Digital Oil Painting, Wall Art, Digital Art, Instant Download, Wall Art, Action Painting, Cosmic Art",8.02,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Minimal portrait, abstract room decor, contemporary wall art print",27.94,"['27.94', '33.26', '43.90', '51.88', '83.81', '94.45', '138.35', '143.67', '192.90', '43.90', '54.54', '94.45', '138.35', '238.13']","[('6', '4'), ('7', '5'), ('8', '6'), ('10', '8'), ('14', '11'), ('16', '12'), ('20', '16'), ('24', '16'), ('20', '30')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ABC Orange | Screen Printed alphabet Silk Screen Poster | Illustrated Hand Printed Kids room ABC Art Print | Screen Print poster,33.26,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Botanical Print, Black and White Wall Art, Printable Digital Download, Abstract Plant Modern Minimalist, Large Poster Print, Nature Wall Art",4.22,,,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1
"Black and white printable art ""Cubicle Sweet Cubicle"" office art print office wall art office decor office printable cubicle art",4.99,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"California print, Nursery print, Nursery wall decor, Kids room art, California wall decor, Kids room prints, Baby room decor, Kids decor",20.62,"['20.62', '20.62', '26.35', '26.35', '33.23', '33.23', '43.54', '43.54']","[('8', '10'), ('11', '14'), ('11', '17'), ('13', '19'), ('16', '20')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Typography Poster, Printable Art, Killing It Phrase, Black and White, Typography Print, Killing It, Positive Quote, Inspirational Wall Art",4.87,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Monstera Print, Monstera Leaf Print, Tropical Print, Monstera Deliciosa, Tropical Botanical Print, Black and White Tropical Decor, Art Print",28.08,"['28.08', '28.08', '49.17', '49.17', '63.23', '63.23', '63.23', '84.32', '84.32']","[('11', '14'), ('16', '20'), ('18', '24'), ('20', '30'), ('24', '36')]",1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Needle felted animals. Needle Felted Reindeer. Needle felted soft sculpture. Needle felt by Daria Lvovsky,478.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Margate map illustrated print - margate map illustration map art illustrated map dreamland margate illustration map print,22.62,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black and White Horse Wall Art Print ~ Printable Digital Download,4.22,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"Cactus Print, Cacti Photo, Black and White Photography,  Digital Download, Large Printable Wall Art, South Western Decor, Southwestern Print",4.22,,,,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"Back to School sign, First day of school sign, 1st day of school chalkboard, Back to School printable, kindergarten poster grade school sign",10.51,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fantasy 2023 Football League FFL Championship Ring,49.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cartoon Art Wall Duck Canvas Dollar Canvas Cartoon Art Painting Wall Art Inspirational Artwork Dollar Canvas Paintings Modern Home Office,70.07,"['70.07 - $110.11', '120.11 - $200.19', '160.15 - $260.24', '220.21 - $370.35', '350.33 - $550.53']","[('70', '140')]",0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dreamy Mountain Landscape Photography - Rocky Mountain National Park - Colorado - Mountain Wall Art - Panoramic Landscape - Nature Print,6.0,"['14.00', '18.00', '24.00', '28.00', '35.00', '45.00', '60.00', '82.00', '115.00', '160.00', '160.00', '180.00', '260.00', '330.00', '200.00', '260.00', '300.00', '360.00', '360.00', '380.00', '440.00', '510.00', '6.00', '24.00', '44.00']","[('5', '5'), ('5', '7'), ('8', '8'), ('8', '10'), ('10', '10'), ('11', '14'), ('12', '12'), ('12', '18'), ('16', '20'), ('16', '24'), ('20', '20'), ('20', '30'), ('24', '36'), ('30', '40'), ('12', '18'), ('16', '20'), ('20', '30'), ('24', '36'), ('30', '30'), ('30', '40'), ('36', '54'), ('40', '60')]",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalized ZIPPO LIGHTERS For Men Lighter Custom Engraved Christmas Gifts for Him Men Dad Boyfriend Father Groom Groomsman Gift Bachelor,29.99,"['34.99 - $54.99', '34.99 - $54.99', '29.99 - $49.99']",,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abstract Prints Set of 2,Set of 2 prints,Wall Art Prints Set,Blue Wall Art set,Wall Art Set,Printable Wall Art,Living Room Print Set",13.0,,,,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"Purple Cactus Print, Mexican Wall Art, Arizona, South Western Decor, Printable Poster, Digital Download, Aztec, Botanical Cacti Plant Print",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"Kaktus No. 1 / Plant, Cactus, Tropical, Fine Art-Print, Wall-Art, Minimal Poster Art, Typography Art, Premium Poster, Kunstdruck Poster",7.91,"['7.91', '11.34', '11.34', '20.51 - $28.53', '20.51 - $28.53', '34.26 - $51.44', '34.26 - $51.44', '34.26 - $51.44', '39.99 - $51.44', '39.99 - $80.09', '45.71 - $85.82']","[('20', '30'), ('30', '40'), ('40', '50'), ('40', '60'), ('50', '70'), ('60', '90')]",0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pastel portrait, Custom pastel portrait, Children painting portraits",700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Nursery Decor - Big Dreams Printable Quote Art - Cloud and Stars Watercolor Print - Inspirational Quote Wall Art - Instant Download,4.99,,,,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
"Modern Plant Leaf, Gift for Girlfriend, Printable Poster, Apartment Decor, Dorm Room Wall Art, Fig Leaf, Minimalist Tropical Art Print",7.91,,,,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"Nordic style wall art, contemporary modern art print, home decor, apartment decor, office decor, quality giclee, minimal abstract artwork",27.94,"['27.94', '33.26', '43.90', '51.88', '83.81', '94.45', '138.35', '143.67', '192.90', '43.90', '54.54', '94.45', '138.35', '238.13']","[('6', '4'), ('7', '5'), ('8', '6')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Giraffe Print, Safari Nursery Wall Art Decor, Large Printable Kids Room Poster, Digital Download, Giraffe Photo, Baby Shower",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1
Though She Be But Little She is Fierce - Nursery Decor Nursery Printable Floral Nursery Art Rose Gold Coral Peach Blush Nursery Art Artwork,6.99,,,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Stay Wild Print, Bedroom Decor, Nursery Quote Poster, Colorful Typography Print, Inspirational Quotes Prints Children, Colourful wall art",8.25,,,,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
"Bathroom sign, Flush the toilet, Printable sign, Kids bathroom art, Bathroom decor, Nursery bathroom, Nursery printable, Bathroom rules",2.83,,,,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Christmas Card Template for Photographers, Christmas Card Templates for Photoshop, Holiday Card Templates, Photography Templates - HC246",7.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sandro Botticelli Portrait of young woman, Heavyweight paper / real art canvas, Print on canvas or paper, original large art,",61.25,"['61.25 - $204.15', '91.87 - $275.61', '122.49 - $408.30', '183.74 - $510.38']","[('30', '40'), ('50', '70'), ('60', '90'), ('80', '120')]",0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1891 Memory of Azov Royal Imperial Easter Egg,143.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dunluce Castle, Northern Ireland 2",33.26,"['33.26', '46.56', '73.17', '86.47', '126.38', '152.99']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ice cream print | cute kitchen decor | minimalist wall art | ice cream cone print | stylish home decor | dining room art | digital art #138,2.97,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SCOTLAND poster,80.2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copper Mushrooms x1,4.66,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palm Tree Print, Tropical Wall Art, Printable Digital Download, Hawaii Decor Poster, Palm Tree Photography, Palm Tree Photo, Printable Art",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"Ampersand Print - Watercolor & - Archival Print from my Original Illustration - 8""x10"", 5""x7"", 9""x12"" or 11""x14""",16.0,"['16.00', '20.00', '30.00', '40.00', '50.00', '46.00', '62.00', '73.00', '88.00', '147.00', '140.00', '214.00']","[('5', '7'), ('8', '10'), ('9', '12'), ('11', '14'), ('16', '20'), ('8', '10'), ('11', '14'), ('11', '14'), ('16', '20'), ('16', '20'), ('24', '30'), ('24', '30')]",1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Acorns Art Print Woodland Nature Watercolor Wall Decor,18.0,"['18.00', '25.00', '27.00', '36.00']","[('5', '7'), ('5', '7'), ('8', '10'), ('8', '10'), ('8', '10'), ('11', '14')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HEALING - giclee art print illustration poster decor ( mending a broken heart ) get well spiritual ink drawing anti valentines,59.0,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Container Ship Art Print. Cargo Ship Wall Decor. Signed. Available Framed or Unframed. 140106.,46.0,"['46.00', '92.00', '250.00', '575.00', '158.00', '344.00', '688.00']","[('8', '10'), ('16', '20'), ('24', '30'), ('35', '44'), ('5', '12'), ('18', '23'), ('25', '31')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canoe Paddle Art - Cottage Chic Decor - Lake Cottage Decor - Rustic Cottage Designs - Outdoor Lovers Gift - Camping Decor - Gift for Dad,29.0,"['42.00', '29.00', '80.00']","[('11', '14'), ('5', '11'), ('16', '20')]",1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portrait painting, Pastel of a boy",550.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OVERSIZED Print, Large Watercolor PRINTABLE Art, Large Wall Art, 30x40 Print, 24x36 Printable Art",8.0,,,,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"Bear nursery print, Woodland Nursery, Bear Print, Bear Art, woodland bear,  Printable Art, Animal Print, Animal Art Print, watercolor bear,",2.0,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Titanic Poster, Historical art print, Titanic Gift, Nautical Decor, Vintage Titanic Print, Classroom decor, Wall Hanging, Vintage Titanic",35.0,"['35.00', '35.00', '46.00', '46.00', '68.00']","[('11', '14'), ('16', '20'), ('24', '36')]",1.0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"Custom Embroidery Digitize, Embroidery Digitize, Custom Digitize, DST File, Digitize Embroidery, Embroidery File, Embroidery Digitizing, PES",3.09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amsterdam Travel Poster Netherlands Travel Poster, Amsterdam Travel Wall Art, Amsterdam Netherlands Anniversary Gifts",16.48,"['16.48', '16.48', '21.48', '21.48', '26.48', '26.48', '28.48', '28.48', '42.48', '46.48', '52.48', '56.48', '58.48', '65.48', '68.48', '21.48', '30.48', '35.48', '40.48', '49.48', '56.48', '64.48', '68.48']","[('4', '6'), ('5', '7'), ('8', '10'), ('5', '11'), ('11', '14'), ('11', '17'), ('12', '18'), ('13', '19'), ('16', '20'), ('18', '24'), ('20', '28'), ('24', '32'), ('24', '36'), ('28', '40'), ('30', '40')]",1.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"And,&, Printable Art, Black and Yellow, Digital Art, Instant Download, Love Home Decor, Print, Minimalist Art, Love Quote Print, Prints",2.29,,,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"Sandy Beach Print, Beach Lover's Photo, Cabo San Lucas Mexico Wall Art, Baja Photography",56.0,"['155.00 - $1,195.00', '95.00 - $450.00', '56.00 - $220.00']",,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stroke Print,Abstract Art Print,Wall Art Prints,Instant Download Printable Art,Minimalist Wall Art,Brush stroke Art,Digital Wall Art Print",7.2,,,,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
"Custom Cat Portrait, Cat Drawing from Photo, Personalized Pet Portrait, Cat Memorial",55.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mushroom Print, Mushroom Illustration, Foraging, Food Print, Kitchen Decor, Printable Art Print, Digital Download, PDF",8.25,,,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Art print: City of Women / New York skyline retro illustration / Giclée print wall art / NYC architecture poster with skyscrapers,56.14,"['67.60', '58.43', '56.14']","[('50', '70'), ('40', '50'), ('30', '40')]",0.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Surf Photography, Ocean Water Wall Art Print, Surfboard Decor, Coastal Beach, Large Printable Poster, Digital Download, Surfing, Waves",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
Nursery Art Nursery Prints Nursery Wall Art Safari Nursery Animals Zebra Print Elephant Print,42.9,"['42.90', '60.50', '84.70', '133.10', '242.00', '42.90', '60.50', '79.20', '121.00', '169.40', '217.80', '266.20', '217.80']","[('5', '7'), ('8', '10'), ('11', '14'), ('16', '20'), ('18', '24'), ('20', '30'), ('24', '36')]",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Heirloom Wooden Noah's Ark,495.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osprey Watercolor Painting Print Coastal Bird Wall Art Print,14.0,"['14.00', '17.00', '18.00', '25.00', '27.00', '36.00']","[('5', '5')]",1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Set of 3 Prints,Set of Prints,Succulent Print,Palm Leaf Print,Cactus Print,Beige,Pastel,Wall Art,Plant Print,Digital Print,Set of 3 Wall Art",6.7,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1869 Antique Arnica montana camomile chrysanthemum Print Vintage Daisy Print Flower Wildflower Victorian Botanical wall art,41.25,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
breakfast time,30.0,"['30.00', '40.00', '50.00']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spelga Dam at Sunset, County Down long exposure",33.26,"['33.26', '46.56', '73.17', '86.47', '126.38', '152.99']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalized Baby Shower Welcome Sign With Photo Custom Photo Baby Shower Sign Baby Shower Party Sign Elegant Sign for Baby Shower Coed,29.99,"['49.99', '59.99', '69.99', '74.99', '59.99', '69.99', '84.99', '109.99', '29.99', '34.99', '39.99', '44.99', '54.99', '64.99', '79.99', '99.99']","[('16', '20'), ('18', '24'), ('20', '30'), ('24', '36'), ('16', '20'), ('18', '24'), ('20', '30'), ('24', '36')]",1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiss Gustav Klimt Stained glass painting Kiss art Gustav Klimt's Kiss Gustav Klimt Art Canvas Klimt's Kiss Kiss Canvas Valentine's Day Gift,50.06,"['50.06 - $80.08', '100.09 - $170.16', '120.11 - $200.19', '160.15 - $260.24', '220.21 - $370.35', '350.33 - $550.53', '400.38 - $650.62']",,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower of life sticker,1.99,"['3.99', '2.99', '1.99']","[('5', '5'), ('3', '3')]",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Skiers illustrated winter print - winter sports skiing holiday skiing print skiing art winter art winter print ski print ski art,22.62,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pressed Ginkgo leaves print, 11x14 double matted, Ginkgo tree leaves, golden, yellow, wall decor art no. 0099",36.0,,,,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Framed Mermaid Art print - Giclee Art Print - mermaid painting - Beach wall art - beach lover - mermaid painting print - mermaid gift,265.0,"['265.00', '465.00']","[('12', '12'), ('20', '20')]",1.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Holiday Card Set, Chalk Art, Chalkboard Art, Typography, Merry Everything & Happy Always, Pinecones, Christmas Card Set",14.0,"['14.00', '18.00', '22.00']",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Funny Monsters Ceramic Figurines, Porcelain Figurines Set of three, Modern Kawaii Figurines",93.12,"['93.12', '159.64', '312.62']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Dinosaur Alphabet Poster, Christmas gifts, alphabet, dinosaur alphabet, cute alphabet, kids decor, kids room, framed, dinosaur, a-z",13.3,"['13.30', '33.26', '26.61', '19.95', '53.21', '39.91']",,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
