name,min_price,prices,sizes,inches,Art,Print,Wall,art,Decor,print,Gift,Printable,Poster,Abstract,wall,decor,Watercolor,of,Nursery,Digital,Prints,Large,Modern,Download
"Personalized Drawing, Custom one line drawing, One line portrait, Custom couple  Line portrait, Couple illustration, Hand drawn portrait",5.2,"['5.20', '8.40', '14.40', '22.40', '26.40', '29.20', '33.20', '37.20', '41.20']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildan 18000 Ash Grey Sweatshirt Mockup | G180 Grey Crewneck Mockup | Model | Gildan Ash Grey Sweater | Casual Simple Everyday G180 Mock-up,2.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skateboarding friends. kids decor - nursery wall art - skateboard print - poster - illustration print - wall decor - animal print.,26.61,"['33.26', '39.91', '86.47', '93.12', '26.61', '26.61']","[('16', '11'), ('16', '20'), ('16', '23'), ('11', '8'), ('8', '10')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Custom Portrait From Photo, Best Friend Portrait, Faceless Portrait Print, Best Friend Birthday Gift, Custom Illustration, Work Bestie Gift",3.72,"['3.72 - $43.80', '6.60 - $46.80', '7.80 - $49.80', '10.80 - $52.80']",,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Golden Gate Bridge Panoramic Print, San Francisco Wall Art, Travel Gift Idea, Mid Century Illustration, Retro Art Print",79.75,"['79.75', '99.71']","[('24', '7'), ('36', '12')]",1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAINBOW ANTLERS | Paper ArtWork | 20"" x 20"" Paper Art, Wall Art, Handmade Paper Art, Wall Decor, Minimal Art, Contemporary Paper Art",294.08,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a woman a child; original wood sculpture 2virgule5d interior decoration,34.37,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Natural Wall Art, Palm Frond Print, Horizontal Wall Art, Horizontal Prints, Large Wall Art, Digital Download, Wall Prints, Decor, Palm Print",4.11,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"Pool Print - A3, A4, 30 x 40 Print - Tropical Summer Decor - Swimming Pool - Modern Beach Poster - Modern Bold Pink Wall Art - Hockney",21.29,"['21.29', '21.29', '30.60', '31.93', '39.91', '46.56', '59.86', '73.17']","[('8', '10'), ('12', '16'), ('16', '20'), ('20', '28')]",1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Glass Rainbow Bridge Small Mini Ornament, Memorial Keepsake, Gift, Baby, Pet Loss, Remembrance, LGBTQ Pride",26.61,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Indian Paintbrush Pressed Flowers Botanical Print - Herbarium Plant Art of Castilleja miniata - Botany Decor,18.0,"['18.00', '28.00', '38.00']",,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bird Wall Clock,78.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Baltimore, MD  Personalized Gift or Wedding Gift",40.0,"['40.00', '50.00', '50.00']",,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cactus Printable, Desert Art, Cactus Print, Desert Photography Poster, Black And White Print, Desert Print, Joshua Tree Photo Print, jt3c2bw",4.99,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Wall Print Indigo Textile Art / Giclee Art Print / Modern Home Decor / Blue Decor / Shibori Print,25.95,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"This Song Reminds Me Of You, Music Wall Art, Retro Wall Art, Music Print Gift, Valentines Gift, Trendy Wall Art, Digital Print, Retro Groovy",3.5,,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dtf Transfer Custom, Ready for Press, DTF Transfers, Full Color Transfer, Dtf Gang Sheet, Custom Heat Transfer, High Quality Dtf, DTF Prints",1.48,"['1.48', '1.73', '1.98', '2.23', '2.48', '2.73', '2.98', '3.23', '3.48', '3.73', '3.98', '4.11', '4.23', '4.31', '4.38', '4.43', '4.48', '4.73', '4.98', '5.03', '5.08', '5.43', '5.78', '6.28', '6.78', '7.28', '7.78', '8.28']",,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I Believe In You - Free Engraving, Winner, Great, Sports, Best, Champion, Better, Game, Night, Greatness, Number One, Friend, #1, Bee Leaf",29.32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Royal Jeweled Inspired Imperial Easter Egg 4.5 Inches,37.57,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Whale Print Panoramic, Gift for Jazz Lover, Blue Whale, Music, Saxophone, Trumpet, Double Bass, Mid Century, Retro Decor, Sea Animal, Ocean",79.75,"['79.75', '99.71']","[('24', '7'), ('36', '12')]",1.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fourth of July Subway Art, DIGITAL DOWNLOAD, Independence Day Subway Art, 4th of July Printable, Typographic Art, America Subway Art",5.0,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mini Owl,16.04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veggie Seasonality Print,20.0,"['20.00', '30.00']","[('8', '10'), ('11', '14')]",1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stone Harbor Boat Beach Shorebirds and Sandpipers Illustration Print New Jersey Shore, Wall Art",18.0,"['18.00', '25.00', '27.00', '36.00', '39.00', '41.00']","[('5', '7'), ('5', '7'), ('8', '10'), ('8', '10'), ('8', '10'), ('11', '14'), ('11', '14'), ('13', '19')]",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lift-the-flap Anatomy Paper Doll: Mermaid,9.14,"['18.98', '9.14']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black Horse Decor, Horse Sculpture, Wire Art, Father Gift, Graduation Gift, Animal Lover Gift, Wire Horse Collectibles, Horse Art",120.0,,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte NC.  Personalized Gift or Wedding Gift,40.0,"['40.00', '50.00', '50.00']",,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Personalised Family Tree Papercut,51.88,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Triceratops, Printable Papercraft Template, DIY LowPoly Paper Pet Dinosaur. Printable Dino pdf. Boys gift",6.75,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vintage Scotland map, clans of Scotland, coats of arms, historic Scotland, old Scotland map, Scottish history, Scotland lover gift, Scotland",28.99,"['28.99', '39.99']","[('12', '18'), ('24', '36')]",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Persona 5 Custom Pokémon GX card Ren Amamiya or Akira,14.88,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boys Standard Porcelain Baby Shoe,45.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tie-dye  Narcotics Anonymous Medallion,39.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox Natural History Print // Animal Art // A4 or A3 Artists Print,29.27,"['29.27', '42.57']","[('21', '29'), ('7', '42')]",1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massachusetts Coastline - 8 x 10"" layered papercut art",65.0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vienna Print A3 - Vienna Cityscape - Vienna Architecture - Vienna Skyline Print - Vienna Engagement Gift - Vienna Wedding Gift,33.26,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Bird Watercolor Art Print,36.66,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Baby Fox Watercolor Painting Giclee Print Woodland Nursery Art Unframed,8.0,"['8.00', '12.00', '22.00', '28.00', '30.00']","[('4', '6'), ('5', '7'), ('11', '14'), ('12', '16')]",1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Print, Illustration, 80's Inspired, ET, Mr T, Bicycle art, Retro, Quirky art, Unique gift, Cool wall art, Bike, Besties- Fine Art on Paper",31.0,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kite flying,30.0,"['30.00', '40.00', '50.00']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bateaux landscape photography fish boats fine art print harbour in Brittany France BATEAUX,6.87,"['32.08', '48.12', '80.20', '137.49', '206.23', '32.08', '48.12', '80.20', '137.49', '206.23', '6.87']","[('21', '21'), ('30', '30'), ('40', '40'), ('50', '50'), ('60', '60'), ('10', '12')]",0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mid Century Modern wall art, Face line art, Printable Wall art",5.99,,,,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
abstract print abstract wall art bokeh photography abstract 8x10 11x14 abstract beach art photography decor nautical prints beach photo aqua,15.0,"['15.00', '25.00', '30.00', '38.00', '45.00', '55.00', '70.00', '75.00', '125.00', '155.00']","[('5', '7'), ('8', '10'), ('8', '12'), ('10', '15'), ('11', '14'), ('12', '18'), ('16', '20'), ('16', '24'), ('20', '30'), ('24', '36')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Toronto Skyline, CN Tower Canada Art City Decor",30.0,"['30.00', '48.00', '68.00', '120.00', '145.00', '150.00', '180.00', '250.00']","[('8', '10'), ('11', '14'), ('16', '20'), ('22', '26'), ('28', '34'), ('13', '16'), ('18', '22'), ('24', '30')]",1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTF Gang Sheet, Custom DTF Transfers, Direct To Film, Gang Sheet, Dtf Roll, Dtf Prints, Custom Heat Transfer, Ready To Press, Digital Prints",4.79,"['4.79', '9.59', '14.39', '19.19', '23.99', '27.83', '33.59', '38.39', '43.19', '47.99', '52.79', '57.59', '62.39', '67.19', '71.99', '79.99', '99.19', '119.99', '139.19']","[('22', '12'), ('22', '24'), ('22', '36'), ('22', '48'), ('22', '60'), ('22', '72'), ('22', '84'), ('22', '96'), ('22', '108'), ('22', '120'), ('22', '132'), ('22', '144'), ('22', '156'), ('22', '168'), ('22', '180'), ('22', '200'), ('22', '248'), ('22', '300'), ('22', '348')]",1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Military Thank You for Your Service Silver Challenge Coin,8.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emirates Stadium -  Arsenal F.C. - North London - Football Stadium - Poster - Football Fan - Gunners - Soccer - Home Decor,47.89,"['47.89', '65.85', '239.46', '419.05']",,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Retro Flower Grinder, Floral Herb Grinders, Pink Flowers Grinder",14.45,"['19.55 - $25.50', '19.55 - $25.50', '35.19 - $41.14', '17.00 - $22.95', '17.00 - $22.95', '30.60 - $35.70', '26.01 - $31.96', '14.45 - $20.40', '14.45 - $20.40']",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mom to be Gift, Weekly Pregnancy Tracker, Personalized Pregnancy Chalkboard, Weekly Pregnancy Stickers, Weekly Pregnancy Update, Bump Update",69.95,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BLT Sandwich Print of Original Watercolor,24.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"small canvas beach print, landscape painting , beach print, print on canvas, artprint, small painting, tiny canvas, mini canvas 4x4 print",18.33,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gray and White Abstract Art, Modern Art Print, Simple Grey Home Decor Print, Neutral Wall Art, Minimalist Art Print",105.0,"['105.00', '133.00', '170.00', '245.00', '275.00', '300.00', '510.00']","[('16', '20'), ('18', '24'), ('24', '36'), ('30', '40'), ('40', '60')]",1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Artprint ""Kiss me cat""",11.34,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farmhouse Flower Wall Art, Garden Art Print or Canvas, Country Wall Decor, Antique Watering Can Photo, Rustic Country Flower Photography",34.0,"['34.00 - $59.00', '45.00 - $79.00', '78.00 - $122.00', '150.00', '210.00', '300.00']","[('8', '10'), ('11', '14'), ('16', '20'), ('20', '24'), ('24', '30'), ('30', '40')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eye print, Eyes Printable Art, Eyes Wall Decal, Eyelashes print, Modern Minimalist Wall Art, Eyes pattern, Body Parts Art, Eyes Wide Open",8.25,,,,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Indiana map art, Indiana art print, signed print of my original hand drawn Indiana map art",22.5,"['22.50', '31.50', '40.50', '49.50', '72.00']","[('11', '14'), ('13', '19'), ('16', '20'), ('18', '24'), ('24', '30')]",1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Plate Collection,25.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Illustration poster - Flamingos in love,19.56,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon Flowers Print Set; spring art pressed flower wall art set of 6 print pressed wildflower botanical print plant art 11x14 8x10 5x7,71.5,"['122.50', '86.75', '71.50']","[('11', '14'), ('8', '10'), ('5', '7')]",1.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Retro Obsessive Cup Disorder Valentine's Day Png, Valentines Candy Heart Tumbler Inspired PNG, Retro Valentines PNG Sublimation Design Love",1.0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grief Affirmation Cards Sympathy Gift Lost Loved One Bereavement Gift Condolences Gift Gift for Grievers It's Okay to Not Be Okay,18.0,"['24.00', '24.00', '30.00', '18.00']",,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tupac unique bobblehead, Great Gift Idea for Any Hip hop Fan",35.14,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildan 18500 Dark Heather Hoodie Sleeve Mockup | G185 Grey Sweatshirt Model Mock | Gildan 18500 Dark Heather Sleeve | Simple Neutral Sleeve,2.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victorian Gingerbread Dollhouse Baltic Birch Plywood Kit,119.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spectacles linocut - black framed glasses, designer wall art, design lover gift",35.92,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Black Cockatoo Print ~ Printable Wall Art ~ Australian Bird Photography - Large Instant Digital Downloadable Poster,4.22,,,,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
Grandad Personalised Keepsake Paper Cut Frame.,53.21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1969 Redwing, vintage Bird Print, Ornithology, nature wall art",18.33,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Illustration LES SARDINES - blue - A3 /A4,17.19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Printable abstract art, instant download art, black and white art, Scandinavian Print, Minimal print, large wall art, minimal printable art",7.98,,,,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Silence  .  giclee art print,35.0,"['35.00', '40.00', '60.00', '85.00', '185.00', '385.00', '510.00']","[('5', '7'), ('8', '10'), ('11', '14'), ('16', '20'), ('22', '28'), ('30', '40'), ('40', '50')]",1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gift For Mom Printable Art Mother's Day Printable Quote About Mom Mother Quote Print Thank You for Mom Last Minute Gift for Mom Art,4.2,,,,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Way to the Unknown - Paris illustration Montmartre Art illustration  illustration Art Print  Home decor Wall art Blue art,61.87,"['61.87', '67.03', '96.24', '109.99', '122.02', '139.21']","[('11', '14'), ('12', '16'), ('16', '20'), ('20', '24'), ('20', '30'), ('24', '30')]",1.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Framed ART Abstract Print Wall Art, Large Wall Art, Blue Abstract Print, Blue Room Decor Abstract Art Print from Painting Modern Abstract",131.37,"['131.37', '156.31', '214.51', '372.49']","[('30', '40'), ('40', '50'), ('50', '70'), ('60', '90')]",0.0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
"Werewolf. Lupu minariu. Illustration art. Giclée print on archival paper. Signed by artist. 50x70, 30x40 cm wall art poster by Gosia Herba",56.14,"['67.60', '58.43', '56.14']","[('50', '70'), ('40', '50'), ('30', '40')]",0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PNG File,10.67,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I Don't Need A Valentine SVG PNG, Funny Valentine Svg, Hello Valentine Svg, Valentine's Day Svg, Single Af Svg, Be Mine Svg, Love More Svg",2.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEHA Field at Arrowhead Stadium Print Poster, Kansas City Missouri Football Fan Team Watercolor, Stadium Art Gifts",3.9,"['3.90', '11.70', '14.30', '14.30', '16.25', '22.75', '29.25', '44.85', '51.35', '64.35']","[('8', '10'), ('11', '14'), ('16', '20'), ('18', '24'), ('24', '30')]",1.0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1900 Pine Cone Royal Imperial Easter Egg,63.53,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Potted Spikey Paper Cactus in Terra Cotta Pot,23.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modern Black and White Print, Abstract Drawing Portrait, Monochrome Face Wall Art, Giclee Fine Art Print",45.0,"['45.00', '52.00', '70.00', '75.00', '105.00', '133.00', '170.00', '245.00', '275.00', '300.00', '510.00']","[('5', '7'), ('8', '10'), ('11', '14'), ('16', '20'), ('18', '24'), ('24', '36'), ('30', '40'), ('40', '60')]",1.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Moon Phases Poster. Astronomy Lunar Art. Bedroom Decor. Lunar Phases. Celestial Dorm Room Art. Indie Space Art. Bohemian Moon  Poster.,27.5,"['27.50', '29.79', '30.93', '32.08', '33.23', '35.52', '37.81', '43.54', '46.98', '53.85', '71.04']","[('8', '10'), ('10', '10'), ('12', '12'), ('14', '14'), ('12', '16'), ('12', '18'), ('16', '16'), ('16', '20'), ('18', '18'), ('18', '24'), ('24', '36')]",1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Duckling Nursery Print, Baby Duck Wall Art, Animal Print Nursery, Baby Animal Nursery Decor, Duckling Art Print, Children Prints, Kids Room",28.08,"['28.08', '28.08', '49.17', '49.17', '63.23', '63.23', '63.23', '84.32', '84.32']","[('11', '14'), ('16', '20'), ('18', '24'), ('20', '30'), ('24', '36')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Dog Wearing Eyeglasses Stand / Glasses Holder / Eyeglass Art / Eyeglass Display / Eyeglass Accessories / Personalized Gift,56.45,"['56.45', '56.45', '72.13']",,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Francisco Wall Art, Bay Bridge at Night Photo, Bokeh Photograph, California Photography, Wedding Gift",18.0,"['18.00', '36.00', '56.00', '71.00', '102.00', '128.00', '138.00', '153.00', '163.00']","[('5', '7'), ('8', '10'), ('11', '14'), ('12', '16'), ('16', '20'), ('20', '24'), ('20', '30'), ('24', '30'), ('24', '36')]",1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Rock Horizon Desert Print 70s wall art Red Rock 70s Sunset Art, Mid Century Modern, Retro Art, Office Decor, Abstract Landscape",25.0,"['25.00', '40.00', '60.00', '80.00', '125.00', '225.00', '275.00']","[('8', '10'), ('11', '14'), ('16', '20'), ('18', '24'), ('24', '36'), ('30', '40'), ('40', '60')]",1.0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"Mountain Print ,DIY Print, Poster Print, Nature Print, Black and White Art, Digital Print, Black and White, Nature Wall Art, Nature Decor",4.11,,,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Illustrated alphabet, classroom posters, educational wall art, alphabet animals",40.0,"['40.00', '58.00', '65.00', '68.00', '78.00', '95.00']","[('8', '10'), ('11', '14'), ('12', '16'), ('16', '20'), ('18', '24'), ('24', '36')]",1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"48x60 Canvas for Big Walls - ""BOY MEETS GIRL""",1800.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48x60 Canvas for Big Walls - ""BURNING MAN""",1700.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48x60 Canvas for Big Walls - ""SIGNALS CROSSED""",1700.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48x60 Canvas for Big Walls - ""HINT OF LIME""",1800.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloth dolls handmade Rag doll OOAK  art doll Heirloom doll Fabric dolls handmade  Soft doll Homemade  rag dolls woodland doll,82.0,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Custom made Hand cut Paper cut art - Bespoke Paper cut out - Papercutting art - paper wedding gift - Personalized papercut art - anniversary,331.12,"['331.12', '395.28', '521.31', '813.47', '1,030.02']","[('13', '18'), ('15', '20'), ('20', '25'), ('28', '35'), ('50', '30')]",0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrangea - Porcelain Micro Tile -  Ceramic Wall Sculpture,250.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toadstool & mushroom A4 art print,18.62,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coastal Wall Art Set of 2 Prints - Abstract Seascapes - Calming Bedroom Wall Decor,36.0,"['36.00', '50.00', '68.00', '81.00', '108.00', '142.00', '243.00', '333.00']","[('5', '7'), ('8', '10'), ('11', '14'), ('12', '16'), ('16', '20'), ('18', '24'), ('24', '36'), ('30', '40')]",1.0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"Diving Print, Swimming Art, Bathroom Wall Decor - High Dive",11.97,"['11.97', '20.95', '29.93', '39.91', '13.97', '29.93', '39.91', '41.91']","[('8', '21'), ('7', '42'), ('30', '40')]",0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20x20 cm 'Ocean Palm' Art Deco Miami inspired Giclee art print / wall art,16.96,,,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Personalized Home Gifts, Custom Home Portrait from Photo, Real Estate Closing Gift, Custom Oil Painting",165.0,"['165.00', '225.00', '280.00', '350.00']","[('11', '14'), ('16', '20'), ('20', '24'), ('24', '30')]",1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ocean Water Wall Art Print, Coastal Beach Photography, ModernMinimal, Large Poster, Instant Digital Download, Printable Decor, Aqua Blue",4.22,,,,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
Swimmers illustrated summer print - seaside beach bathroom sea coast swimming swimmers sea illustration sea art sea wall art swimming print,22.62,,,,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"48x60 Canvas for Big Walls - ""Poke-a-Dot 1""",1700.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildan 18500 Hoodie Mockup Bundle | G185 Hooded Sweatshirt Mock-up Bundle | Real Model Mockup | Neutral Casual Simple Gildan 18500 Mocks,8.94,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildan 18000 Sleeve Mockup Bundle | G180 Sweatshirt Sleeve Mock-up Bundle | Real Model Mock | Minimal Simple Gildan 180 Arm Sleeve Mockup,8.94,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gildan 18000 Sand Sweatshirt Sleeve Mockup | G180 Sand Crewneck Sleeve Mockup | Real Model Mock | Gildan 18000 Beige Sleeve | Simple Casual,2.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mother-deer and a fawn, Needle Felted  Animals, Needle felted deer, Needle felted animal",830.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OVERSIZED Print, Large Watercolor Printable Art, Large Wall Art, 30x40 Print, 30x40 Printable Art, 24x36 Abstract Printable Art, Abstract",8.0,,,,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"Animals wall decor, Balloon print, Nursery wall print, Nursery decor, Kid's room art, Baby room decor, Cute animals, Pastel colors art",20.62,"['20.62', '20.62', '26.35', '26.35', '33.23', '33.23', '43.54', '43.54']","[('8', '10'), ('11', '14'), ('11', '17'), ('13', '19'), ('16', '20')]",1.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Pear Still Life Photography Print, Kitchen Wall Art, Food Photography, Pink Aqua, Mid Century, Retro Style Kitchen Decor, Wall Art Print",13.6,"['13.60', '25.50', '42.50', '51.00', '76.50']","[('5', '7'), ('8', '10'), ('11', '14'), ('12', '16'), ('16', '20')]",1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Botanical Wall Art,Scandinavian Botanical print,Nature Print,Minimalist Print,Instant Download,Black and White Botanical,Wall Printable",7.2,,,,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
British Moths Giclée Print | Illustrated Giclée Print | Moth Painting | Moth Print | British Nature Print | British Wildlife | 30x40 cm,39.91,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
